U1 1.0 530.8727 1.0000129e+05 1.0000000e+05
U1_5 1.5 502.4772 1.0000220e+05 1.0000000e+05
U2 2.0 486.5481 1.0000324e+05 1.0000000e+05
U3 3.0 468.7542 1.0000562e+05 1.0000000e+05
U4 4.0 458.8181 1.0000831e+05 1.0000000e+05
